EStree IncrementalDynamicSSSP Dijkstra Dsource ScaledEStree
18 752 518 1 1
18 833 489 1 1
21 771 497 1 1
21 749 496 1 1
21 771 490 1 1
21 760 490 1 1
19 766 493 1 1
18 838 489 1 1
20 805 496 1 1
20 755 499 1 1
19 771 489 1 1
18 790 491 1 1
18 758 490 1 1
16 755 491 1 1
46 752 493 1 1
46 632 504 1 1
50 602 520 1 1
43 867 494 1 1
39 580 493 0 0
44 713 491 1 1
41 677 512 1 1
21 601 496 1 1
16 555 499 0 0
20 726 508 1 1
18 724 490 1 1
20 730 491 1 2
21 736 490 1 1
19 728 494 1 1
20 755 498 1 1
19 735 492 1 1
20 830 499 1 1
22 750 491 1 1
20 758 494 1 1
20 757 513 1 1
22 784 496 1 1
21 740 496 1 1
19 732 501 1 1
23 756 493 1 1
19 741 494 1 1
19 750 494 1 1
20 742 499 1 1
20 765 503 1 1
19 735 498 1 1
20 750 523 1 1
22 743 494 1 1
21 759 497 1 1
21 746 501 1 1
21 734 501 1 1
23 745 495 1 1
19 765 497 1 1
20 747 495 1 1
19 794 497 1 1
19 758 502 1 1
21 737 523 1 1
23 792 541 1 1
21 787 534 1 1
29 838 521 1 1
22 773 512 1 1
23 856 527 1 1
26 838 558 1 1
22 837 554 1 1
20 858 562 1 1
24 844 531 1 1
25 877 526 1 1
22 845 529 1 1
26 2278 712 5 10
27 808 532 1 1
23 822 519 1 1
23 816 509 1 1
23 797 514 1 1
24 791 521 1 1
25 852 518 1 1
25 821 499 1 1
19 781 487 1 1
20 745 487 1 1
20 758 489 1 1
21 739 490 1 1
22 745 485 1 1
21 742 486 1 1
21 757 482 1 1
20 745 483 1 1
25 748 522 1 1
1591 774 562 1 1
25 769 482 1 1
20 760 484 1 1
19 748 484 1 1
22 748 496 1 1
20 823 483 1 1
20 753 486 1 1
18 786 497 1 1
18 754 483 1 1
18 826 481 1 1
19 760 531 1 1
49 836 496 1 1
22 775 484 1 1
22 762 484 1 1
19 763 485 1 1
20 874 486 1 1
19 1111 510 1 1
23 784 489 1 1
22 776 484 1 1
21 786 486 1 1
22 763 488 1 1
17 775 488 1 1
43 757 500 1 1
45 643 490 1 1
39 857 488 1 1
38 623 486 0 1
43 672 487 1 1
53 567 490 1 1
53 644 511 1 1
52 600 516 1 1
55 655 499 1 1
53 679 499 1 1
55 751 517 1 1
61 1650 524 1 2
50 711 504 1 1
51 571 532 1 1
31 740 599 1 1
17 566 503 1 1
16 583 497 1 1
20 731 505 1 1
23 718 525 1 1
22 825 523 1 1
20 735 484 1 1
23 773 490 1 1
19 738 490 1 1
16 1565 494 3 5
21 799 500 1 1
23 738 491 1 1
24 746 491 1 1
22 754 486 1 1
22 787 503 1 1
23 777 496 1 1
22 762 490 1 1
22 779 490 1 1
23 769 485 1 1
20 753 488 1 1
20 771 485 1 1
20 762 484 1 1
20 773 508 1 1
20 749 521 1 1
21 844 497 1 1
22 777 489 1 1
20 870 529 1 1
21 760 498 1 1
21 753 496 1 1
20 760 519 1 1
34 812 498 1 1
21 848 502 1 1
23 771 488 1 1
23 763 486 1 1
20 775 485 1 1
25 779 487 1 1
20 753 499 1 1
19 746 507 1 1
23 793 491 1 1
19 768 490 1 1
20 778 508 1 1
20 770 495 1 1
22 785 540 1 1
21 781 490 1 1
22 771 495 1 1
21 2039 511 4 7
26 762 501 1 1
21 740 487 1 1
20 771 490 1 1
23 752 486 1 1
22 759 495 1 1
20 750 488 1 1
20 755 507 1 1
21 743 493 1 1
22 794 514 1 1
20 752 488 1 1
20 748 490 1 1
25 753 488 1 1
20 785 491 1 1
20 746 492 1 1
21 751 487 1 1
21 782 489 1 3
21 766 488 1 1
21 755 490 1 1
20 774 489 1 1
1757 754 497 1 1
19 775 489 1 1
20 753 499 1 1
19 757 493 1 1
22 774 492 1 1
22 823 496 1 1
18 752 494 1 1
19 757 508 1 1
22 764 487 1 1
16 801 488 1 1
15 736 493 1 1
19 789 492 1 1
22 752 491 1 1
19 756 488 1 1
20 789 493 1 1
19 774 490 1 1
22 764 509 1 1
21 753 495 1 1
14 726 492 1 1
20 843 490 1 1
15 736 513 1 1
19 764 520 1 1
18 757 510 1 1
22 765 502 1 1
21 781 493 1 1
19 772 490 1 1
15 1564 496 3 5
45 738 492 1 1
53 649 492 1 1
52 598 501 1 0
39 864 505 1 1
40 579 489 0 1
43 709 490 1 1
43 655 491 1 1
53 685 489 1 1
46 679 498 1 1
23 625 490 1 1
16 601 501 1 0
21 721 489 1 1
22 728 491 1 1
22 724 493 1 1
22 759 494 1 1
21 734 490 1 1
19 748 498 1 1
23 791 492 1 1
23 756 492 1 1
20 799 512 1 1
20 759 510 1 1
20 761 498 1 1
21 743 495 1 1
20 759 493 1 1
21 755 515 1 1
20 759 497 1 1
21 787 521 1 1
22 749 496 1 1
23 798 501 1 1
24 771 497 1 1
20 775 491 1 1
20 777 492 1 1
19 751 493 1 1
20 768 494 1 1
22 736 504 1 1
20 761 494 1 1
22 760 495 1 1
20 759 497 1 1
23 766 504 1 1
19 780 492 1 1
23 747 498 1 1
20 749 493 1 1
20 747 496 1 1
20 786 492 1 1
20 756 492 1 1
22 801 495 1 1
21 760 499 1 1
21 774 494 1 1
24 773 495 1 1
22 1973 503 4 7
21 743 510 1 1
26 743 503 1 1
22 739 499 1 1
23 733 493 1 1
21 750 495 1 1
20 756 495 1 1
21 741 493 1 1
22 759 496 1 1
22 737 501 1 1
21 770 500 1 1
19 759 496 1 1
20 744 495 1 1
21 751 494 1 1
20 775 495 1 1
23 738 500 1 1
21 740 497 1 1
22 780 496 1 1
24 749 495 1 1
24 761 496 1 1
1488 750 506 1 1
20 752 498 1 1
20 761 502 1 1
20 754 500 1 1
19 1297 496 1 1
91 1509 502 1 1
18 740 501 1 1
19 760 501 1 1
17 774 493 1 1
19 797 495 1 1
18 748 517 1 1
19 744 506 1 1
22 744 508 1 1
20 757 518 1 1
21 750 497 1 1
19 744 499 1 1
14 717 499 1 1
20 796 502 1 1
18 825 646 1 1
20 772 509 1 1
19 771 522 1 1
20 793 524 1 1
19 804 541 1 1
19 942 514 1 1
18 751 545 1 1
52 750 500 1 1
51 602 495 1 1
44 861 497 1 1
40 805 516 1 1
53 688 510 1 1
42 669 498 1 1
21 648 499 1 1
17 593 495 1 1
21 724 500 1 1
20 718 498 1 1
21 759 505 1 1
21 711 499 1 1
22 780 525 1 1
21 752 496 1 1
23 759 497 1 1
22 747 499 1 1
21 777 500 1 1
22 732 502 1 1
20 742 496 1 1
20 761 507 1 1
20 765 498 1 1
18 747 496 1 1
20 757 498 1 1
21 739 505 1 1
21 762 503 1 1
20 749 522 1 1
20 752 500 1 1
23 745 498 1 1
23 768 523 1 1
22 740 506 1 1
20 743 504 1 1
22 759 499 1 1
22 791 502 1 1
22 748 498 1 1
20 741 501 1 1
22 772 504 1 1
22 751 500 1 1
21 757 497 1 1
20 745 531 1 1
21 752 510 1 1
21 779 498 1 1
20 751 504 1 1
20 794 514 1 1
23 775 498 1 1
24 785 498 1 1
21 793 498 1 1
21 775 497 1 1
21 1985 523 4 8
26 752 505 1 1
22 739 500 1 1
22 773 500 1 1
21 741 498 1 1
22 751 518 1 1
20 735 505 1 1
20 730 503 1 1
23 743 500 1 1
23 775 500 1 1
23 765 501 1 1
21 738 500 1 1
21 742 506 1 1
21 749 509 1 1
24 743 505 1 1
22 768 500 1 1
20 758 520 1 1
20 764 499 1 1
24 764 506 1 1
28 739 504 1 1
1530 761 503 1 1
21 765 521 1 1
21 767 501 1 1
23 758 504 1 1
19 752 507 1 1
24 820 505 1 1
18 760 498 1 1
19 790 504 1 1
19 807 501 1 1
22 745 509 1 2
21 744 507 1 1
20 758 504 1 1
21 745 504 1 1
19 767 505 1 1
20 841 530 1 1
19 798 501 1 1
19 748 511 1 1
20 753 505 1 1
19 790 503 1 1
19 754 504 1 1
17 732 501 1 1
47 756 509 1 1
95 574 503 0 1
7 553 506 1 1
49 549 539 0 1
52 574 508 0 1
45 565 511 0 0
41 550 505 1 0
50 558 500 0 1
41 799 509 1 1
44 569 500 0 0
52 573 505 1 1
43 570 501 0 0
41 584 509 1 0
53 617 499 1 1
42 577 503 1 0
52 553 504 0 1
53 554 514 1 0
42 565 504 1 1
50 556 501 1 1
43 567 507 0 0
43 556 503 0 1
54 584 506 0 1
52 553 502 1 0
41 558 507 0 1
43 552 508 0 1
48 576 501 0 0
41 564 507 1 1
44 562 504 1 0
42 571 504 0 0
42 596 505 1 1
41 554 505 0 0
51 558 507 1 1
54 560 502 1 1
45 576 502 1 1
49 552 501 0 0
44 567 525 0 1
41 552 505 1 1
43 566 509 0 0
40 549 505 1 0
51 575 501 0 1
51 560 503 1 0
41 578 502 0 0
46 558 520 0 0
41 559 505 0 0
40 551 504 1 0
39 567 500 0 1
41 567 501 0 1
23 571 500 0 1
16 553 502 0 1
15 588 528 1 1
20 648 610 1 1
20 585 526 0 0
18 584 502 1 1
17 588 502 0 0
16 564 500 0 1
16 563 504 0 0
17 540 516 0 1
24 754 518 1 1
25 711 533 1 1
21 767 527 1 1
25 774 502 1 1
24 763 503 1 1
26 751 505 1 1
25 740 512 1 1
26 740 509 1 1
26 783 502 1 1
22 756 513 1 1
24 752 501 1 1
25 761 527 1 1
23 736 510 1 1
25 745 507 1 1
22 755 562 1 1
22 776 501 1 1
26 750 504 1 1
26 763 501 1 1
24 770 510 1 1
24 758 505 2 1
24 754 503 1 20
25 779 504 1 1
24 756 507 1 1
26 766 503 1 1
22 776 505 1 1
23 739 511 1 1
26 737 510 1 1
24 786 503 1 1
22 755 506 1 1
23 760 506 1 1
23 759 528 1 1
26 770 510 1 1
26 750 515 1 1
25 767 533 1 1
29 772 509 1 1
25 780 505 1 1
24 1975 522 4 7
25 747 510 1 1
25 738 508 1 1
23 789 508 1 1
29 743 504 1 1
25 747 534 1 1
25 739 508 1 1
25 747 508 1 1
23 745 504 1 1
22 751 510 1 1
26 742 506 1 1
26 821 505 1 1
24 764 506 1 1
23 750 504 1 1
25 761 506 1 1
23 748 508 1 1
25 752 506 1 1
26 749 506 1 1
28 868 518 1 1
24 742 511 1 1
21 736 507 1 1
12 746 507 1 1
25 766 510 1 1
25 751 508 1 1
28 759 507 1 1
27 740 516 1 1
25 801 510 1 1
23 761 506 1 1
23 760 510 1 1
24 759 509 1 1
22 817 508 1 1
17 745 517 1 1
18 736 514 1 1
28 771 507 1 1
24 772 508 1 1
25 806 510 1 1
24 780 507 1 1
26 762 517 1 1
23 749 510 1 1
25 763 507 1 1
17 761 507 1 1
24 831 517 1 1
19 1618 521 2 5
27 764 511 1 1
23 775 507 1 1
25 776 511 1 1
16 753 510 1 1
24 762 507 1 1
52 758 514 1 1
22 729 511 1 1
42 727 507 1 1
44 700 511 1 1
22 855 508 1 1
23 770 509 1 1
21 771 509 1 1
23 727 516 1 1
23 734 507 1 1
23 737 512 1 1
20 751 509 1 1
21 741 513 1 1
48 743 509 1 1
22 726 522 1 1
21 739 507 1 1
23 733 509 1 1
23 774 512 1 1
23 757 508 1 1
23 756 596 1 1
21 744 523 1 1
22 731 514 1 1
23 753 509 1 1
20 745 509 1 1
21 755 515 1 1
22 797 520 1 1
24 744 517 1 1
21 744 513 1 1
20 747 509 1 1
21 773 507 1 1
22 779 516 1 1
21 754 532 1 1
23 765 526 1 1
21 778 509 1 1
23 786 520 1 1
21 763 510 1 1
22 748 510 1 1
21 758 533 1 1
24 748 521 1 1
23 750 512 1 1
21 1952 516 4 7
24 769 515 1 1
21 721 527 1 1
1536 720 518 1 1
24 775 525 1 1
23 742 517 1 1
25 731 513 1 1
21 731 528 1 1
20 768 518 1 1
20 724 516 1 1
21 727 509 1 1
21 741 512 1 1
21 780 514 1 1
20 745 517 1 1
36 794 520 1 1
22 731 523 1 1
20 713 517 1 1
17 705 511 1 1
349 705 516 1 1
49 564 510 0 1
55 589 523 1 1
50 836 517 1 1
39 544 515 0 0
44 543 518 0 0
44 552 510 0 1
52 565 511 1 1
46 658 512 1 1
68 560 514 1 0
59 631 520 0 1
55 568 517 0 1
45 556 540 1 1
54 560 518 0 1
45 603 511 1 1
59 593 511 1 1
60 657 519 1 1
58 683 517 0 0
50 563 511 1 1
57 572 510 0 0
64 567 513 1 1
53 567 510 0 0
52 584 539 1 1
46 550 516 0 0
41 609 598 0 1
51 611 521 1 1
63 673 515 1 1
51 610 513 0 0
43 616 511 1 0
42 731 610 2 1
53 626 521 1 1
41 530 511 0 0
23 805 515 1 1
22 737 516 1 1
24 771 512 1 1
20 754 536 1 1
21 744 522 1 1
21 742 509 1 1
22 760 541 1 1
20 758 514 1 1
19 755 510 1 1
20 761 533 1 1
20 744 522 1 1
19 738 512 1 1
22 758 513 1 1
20 780 513 1 1
20 772 510 1 1
20 755 530 1 1
21 743 520 1 1
23 740 520 1 1
20 774 513 1 1
22 768 511 1 1
21 758 512 1 1
20 755 537 1 1
25 748 518 1 1
21 746 518 1 1
20 754 512 1 1
20 748 518 1 1
20 763 513 1 1
20 748 516 1 1
20 769 519 1 1
20 747 517 1 1
20 772 518 1 1
21 766 521 1 1
20 775 513 1 1
23 775 517 1 1
22 805 516 1 1
21 763 520 1 1
20 1973 528 4 8
20 750 554 1 1
22 763 516 1 1
23 775 521 1 1
21 831 522 1 1
25 762 517 1 1
20 769 515 1 1
20 754 541 1 1
22 752 516 1 1
20 770 690 3 2
25 1012 538 1 1
28 1035 528 1 1
20 761 534 1 1
21 760 534 1 1
22 776 555 1 1
23 766 605 1 1
23 772 539 1 1
21 767 527 1 1
21 781 528 1 1
20 758 539 1 3
21 754 589 1 1
7 771 533 1 1
21 769 535 1 1
21 755 527 1 1
20 761 527 1 1
21 756 528 1 1
25 882 553 1 1
22 828 534 1 1
23 768 534 1 1
20 763 528 1 1
18 793 528 1 1
18 1620 561 3 7
21 1184 539 1 1
21 782 521 1 1
21 773 520 1 1
23 783 519 1 1
20 785 521 1 1
24 794 606 1 1
25 813 535 1 1
14 765 531 1 1
20 838 531 1 1
21 771 528 1 1
20 780 531 1 1
23 803 539 1 1
21 785 576 1 1
15 761 536 1 1
22 766 551 1 1
20 788 551 1 1
18 761 544 1 1
77 760 620 1 1
44 756 628 1 1
48 1175 761 1 2
49 676 584 0 1
47 585 561 1 1
52 592 616 1 1
81 633 584 1 1
48 757 563 1 1
54 600 571 1 1
54 677 564 1 1
57 616 571 0 1
55 581 565 1 1
54 596 553 0 1
44 646 564 1 1
45 638 562 1 1
56 745 578 1 1
56 607 561 1 1
54 591 552 1 0
55 592 561 0 1
56 598 558 1 1
59 606 562 0 1
55 625 565 1 1
49 607 600 1 1
43 629 634 1 1
43 581 576 1 1
50 716 574 1 1
57 564 534 0 1
39 543 529 1 0
48 612 538 1 1
47 626 535 1 1
47 587 550 1 1
14 1318 708 1 2
24 882 609 1 2
26 849 624 1 1
36 836 595 1 1
25 871 658 5 1
27 1006 1160 2 2
40 922 1222 1 1
27 832 761 1 1
25 771 547 1 1
22 808 555 1 1
23 853 671 1 1
25 811 578 1 1
26 810 615 1 1
26 816 665 1 1
30 813 595 1 1
27 840 1176 2 1
30 819 678 1 1
26 841 621 1 1
26 801 569 1 1
28 800 570 1 1
24 830 662 1 1
25 816 551 1 1
21 1593 570 1 1
53 1529 595 1 1
26 1706 739 2 10
134 1215 604 1 1
25 777 573 1 1
25 818 582 1 1
26 806 561 1 1
21 1008 724 2 1
27 816 585 1 1
25 820 543 1 1
23 842 540 1 1
25 792 556 1 1
23 2733 1131 9 17
28 927 745 1 2
26 836 699 1 1
33 854 672 1 1
29 856 807 1 1
28 943 560 1 1
30 801 527 1 1
21 771 545 1 1
22 860 636 1 1
25 835 565 1 1
28 963 538 1 1
27 790 536 1 1
26 779 529 1 1
25 790 636 2 5
29 945 630 1 1
27 897 543 1 1
22 821 659 2 3
22 844 546 1 1
22 819 651 1 1
26 838 782 2 1
19 848 938 1 1
25 980 803 1 1
28 811 584 1 1
27 797 593 1 1
31 885 592 1 1
27 932 541 1 1
22 791 546 1 1
24 782 544 1 1
22 786 552 1 1
23 849 607 1 1
18 841 1037 2 2
32 881 588 1 1
22 799 532 1 1
23 800 561 1 1
23 851 570 2 1
30 1110 710 1 2
28 899 569 1 1
25 817 531 1 1
18 788 530 1 1
23 923 557 1 2
21 938 560 1 1
23 812 570 1 1
33 832 554 1 1
25 825 535 1 1
17 787 554 1 1
27 880 612 2 1
35 854 551 1 1
22 799 550 1 1
54 871 564 1 1
59 664 527 1 1
52 914 527 1 1
56 719 530 1 1
44 578 531 0 1
52 577 543 1 0
43 591 606 3 1
63 718 567 1 1
56 726 530 1 1
54 572 569 1 1
61 679 584 1 1
54 578 541 1 1
55 617 562 0 0
53 577 531 1 1
44 582 554 0 1
47 639 601 1 1
57 607 578 1 1
52 638 557 1 1
54 572 592 4 1
46 564 537 1 1
43 657 550 1 1
49 585 560 1 0
55 730 598 1 1
46 595 557 1 0
46 601 545 1 0
50 625 567 1 1
41 571 536 1 1
39 591 543 1 1
38 602 610 1 1
49 628 603 1 1
49 562 543 1 1
36 632 557 1 1
31 843 557 1 1
12 557 560 0 1
26 783 556 1 1
24 777 571 1 1
22 797 593 1 1
23 786 574 1 1
27 796 563 1 1
26 793 563 1 1
24 790 573 1 1
27 924 599 1 1
28 832 549 1 1
24 793 554 1 1
27 807 541 1 1
23 786 546 1 1
27 808 545 1 1
23 802 539 1 1
25 833 669 1 1
22 801 560 1 1
25 817 569 1 1
27 787 573 1 2
29 813 608 1 1
26 820 589 1 1
27 834 575 1 1
26 841 575 2 2
29 888 591 1 1
28 854 601 1 1
34 859 627 2 1
28 835 646 1 1
25 1087 1121 1 1
29 870 1401 1 2
30 1066 939 1 1
28 818 568 1 1
25 823 597 1 1
27 803 605 1 1
23 856 854 1 1
24 784 541 1 1
25 800 535 1 1
22 788 557 1 1
22 2263 583 5 10
25 788 544 1 1
26 761 538 1 1
22 769 537 1 1
26 814 541 1 1
24 782 537 1 1
21 786 554 1 1
22 772 531 1 1
22 815 536 1 2
22 760 532 1 1
22 763 533 1 1
21 767 532 1 1
21 808 534 1 1
25 767 541 1 1
26 758 533 1 1
23 759 534 1 1
24 783 561 1 1
22 775 531 1 1
24 779 549 1 1
2440 767 547 1 1
26 785 540 1 1
21 762 533 1 1
22 760 540 1 1
22 765 542 1 1
25 870 535 1 1
20 772 540 1 1
21 762 541 1 1
23 760 536 1 1
20 797 538 1 1
17 761 534 1 1
18 803 535 1 1
24 758 538 1 1
24 758 542 1 1
22 771 535 1 1
24 810 542 1 1
23 768 537 1 1
22 877 535 1 1
18 762 535 1 1
25 760 567 1 1
21 762 542 1 1
24 778 537 1 1
17 776 546 1 1
21 761 545 1 1
22 760 538 1 1
18 741 538 1 1
50 759 536 1 1
52 632 550 1 1
44 554 539 1 1
53 572 546 0 1
41 867 543 1 1
38 579 546 0 1
54 709 540 1 1
44 561 540 0 0
43 636 541 1 1
44 570 539 0 0
52 552 548 1 0
47 630 540 1 1
42 605 542 1 1
52 805 537 1 1
54 1004 594 1 1
53 593 563 1 1
44 927 626 1 1
59 603 588 1 1
57 613 564 1 1
51 600 564 1 1
55 582 571 1 0
55 595 567 1 1
47 579 540 0 1
53 889 540 1 1
51 560 539 0 0
42 561 536 1 0
43 830 537 1 1
48 554 534 1 1
40 560 535 0 0
44 836 540 1 1
40 862 535 1 1
40 559 535 1 1
43 561 537 0 1
49 553 535 1 0
39 829 539 1 1
48 797 539 1 1
42 564 536 0 1
42 554 540 0 1
40 839 538 1 1
38 805 536 1 1
47 556 547 0 0
40 538 543 1 1
37 850 538 1 1
9 548 542 0 0
31 778 543 1 1
10 561 554 0 0
9 563 548 1 0
24 737 537 1 1
23 739 539 1 1
21 776 550 1 1
35 747 556 1 1
21 754 542 1 1
22 757 537 1 1
22 769 537 1 1
21 752 540 1 1
21 765 545 1 1
22 753 537 1 1
24 787 537 1 1
25 755 535 1 1
23 779 538 1 1
25 760 540 1 1
22 777 540 1 1
24 761 542 1 1
21 757 539 1 1
25 760 547 1 1
25 772 542 1 1
22 761 544 1 1
22 796 541 1 1
25 776 538 1 1
22 758 538 1 1
26 769 536 1 1
21 760 538 1 1
24 802 541 1 1
25 769 539 1 1
22 780 538 1 1
23 778 540 1 1
22 795 539 1 1
24 782 542 1 1
25 1985 552 4 11
22 758 539 1 1
26 758 539 1 1
25 754 543 1 1
25 750 540 1 1
25 754 540 1 1
22 762 542 1 1
22 754 543 1 1
23 765 540 1 1
22 759 540 1 1
23 815 539 1 1
22 763 541 1 1
21 755 542 1 1
22 756 540 1 1
24 774 542 1 1
21 762 576 1 1
22 756 540 1 1
22 761 548 1 1
24 760 546 1 1
24 750 550 1 1
22 748 547 1 1
2797 783 551 1 1
23 773 540 1 1
24 767 543 1 1
21 754 540 1 1
28 762 541 1 1
21 866 541 1 1
21 768 546 1 1
23 770 540 1 1
21 760 541 1 1
21 796 544 1 1
18 758 540 1 1
18 765 547 1 1
20 767 545 1 1
21 767 544 1 1
23 762 539 1 1
23 773 541 1 1
23 781 557 1 1
24 774 542 1 1
23 770 541 1 1
16 738 549 1 1
23 845 545 1 1
19 754 544 1 1
24 772 584 1 1
21 767 549 1 1
24 776 546 1 1
16 742 547 1 1
21 759 553 1 1
24 760 552 1 1
18 742 548 1 1
49 704 550 1 1
52 614 544 1 1
50 546 541 1 1
44 559 545 0 1
46 843 545 1 1
39 784 553 1 1
55 785 547 1 1
44 791 545 1 1
51 847 633 1 1
47 910 687 1 1
61 940 1124 2 2
72 1017 1350 1 2
69 1072 955 1 1
57 950 565 1 1
51 2899 915 2 22
47 2575 980 1 1
58 820 562 1 1
49 835 573 1 1
54 869 765 1 1
66 929 982 1 1
55 940 630 1 1
63 948 643 1 2
65 904 584 1 1
58 847 635 1 1
59 960 1173 1 1
58 1093 1016 2 2
74 1467 740 1 1
54 868 590 1 1
59 865 584 1 1
55 978 590 1 1
57 874 602 1 1
58 926 608 1 1
55 919 577 1 1
55 953 588 1 1
53 831 567 1 1
55 846 555 1 1
53 824 558 1 1
56 861 599 1 1
53 1556 550 3 5
43 810 531 1 1
42 819 536 1 1
41 838 533 1 1
44 796 543 1 1
56 801 534 1 1
52 550 535 0 1
41 826 535 1 1
45 803 534 1 1
41 799 534 1 3
40 861 535 1 1
43 802 532 1 1
45 807 533 1 1
40 795 535 1 1
81 811 535 1 1
42 800 536 1 1
7 783 537 1 1
6 768 535 1 1
7 806 531 1 1
25 737 532 1 1
23 726 535 1 1
24 739 534 1 1
24 763 530 1 1
23 749 536 1 1
24 748 535 1 1
25 752 531 1 1
24 762 540 1 1
20 772 556 1 1
22 775 570 1 1
31 769 550 1 1
22 760 554 1 1
22 769 551 1 1
22 798 539 1 1
24 765 551 1 1
25 784 557 1 1
26 779 554 1 1
22 780 549 1 1
28 771 549 1 1
25 771 547 1 1
24 787 574 1 1
24 786 548 1 1
26 776 552 1 1
34 749 551 1 1
26 777 542 1 1
25 761 541 1 1
24 801 544 1 1
26 764 536 1 1
25 770 536 1 1
29 786 536 1 1
27 783 550 1 1
23 782 533 1 1
26 1862 549 4 11
26 761 534 1 1
29 758 537 1 1
23 762 535 1 1
25 766 534 1 1
23 758 535 1 1
25 779 554 1 1
22 748 540 1 1
25 753 551 1 1
25 772 540 1 1
22 833 539 1 1
31 774 579 1 1
26 796 545 1 1
27 764 535 1 1
22 794 543 1 1
25 791 541 1 1
25 768 540 1 1
22 768 536 1 1
26 768 554 1 1
23 782 535 1 1
22 786 535 1 1
3254 787 547 1 1
22 784 536 1 1
22 784 541 1 1
22 767 545 1 1
22 768 539 1 1
22 879 535 1 1
31 774 540 1 1
23 776 542 1 1
22 763 537 1 1
8 730 538 1 1
20 770 537 1 1
19 1057 537 1 1
27 2669 549 2 4
22 778 537 1 1
24 774 538 1 1
22 777 543 1 1
23 767 538 1 1
24 780 539 1 1
21 774 538 1 1
22 785 539 1 1
17 761 538 1 1
23 854 538 1 1
18 765 537 1 1
24 763 543 1 1
25 773 536 1 1
22 786 541 1 1
16 746 546 1 1
25 781 540 1 1
24 771 543 1 1
19 758 540 1 1
53 841 542 1 1
51 655 543 1 1
45 899 540 1 1
52 563 543 1 0
52 564 538 0 0
47 557 541 1 1
52 674 538 1 1
43 564 538 1 0
51 641 539 1 1
51 576 539 0 1
44 564 539 0 1
53 641 539 1 1
51 593 543 1 1
52 697 544 1 1
49 611 541 1 1
51 561 540 0 1
50 561 538 0 0
50 569 538 0 1
50 590 538 1 1
47 557 539 1 0
46 568 549 0 0
44 559 538 1 1
44 668 542 1 1
47 561 539 0 0
47 550 538 1 1
42 619 540 1 1
43 616 546 1 1
42 552 542 1 0
22 730 539 1 1
22 725 543 1 1
22 720 539 1 1
22 725 540 1 1
21 733 543 1 1
22 730 538 1 1
22 756 538 1 1
20 738 542 1 1
22 747 543 1 1
23 745 540 1 1
22 764 539 1 1
22 747 541 1 1
23 762 541 1 1
23 745 540 1 1
23 771 541 1 1
24 760 540 1 1
23 765 540 1 1
25 754 541 1 1
23 763 572 1 1
24 748 539 1 1
22 782 539 1 1
24 756 540 1 1
24 760 540 1 1
23 775 546 1 1
25 754 541 1 1
22 778 540 1 1
22 757 545 1 1
24 772 542 1 1
22 766 542 1 1
25 783 545 1 1
26 777 540 1 1
22 2114 560 4 9
26 757 539 1 1
23 758 547 1 1
26 747 543 1 1
24 753 544 1 1
25 750 545 1 1
25 758 550 1 1
22 755 541 1 1
23 745 542 1 1
29 754 543 1 1
25 796 543 1 1
27 754 546 1 1
22 757 542 1 1
22 763 541 1 1
23 768 545 1 1
26 756 543 1 1
25 758 542 1 1
25 758 541 1 1
25 766 543 1 1
23 756 543 1 1
25 761 542 1 1
2306 760 553 1 1
24 819 561 1 1
22 768 543 1 1
27 796 548 1 1
26 832 546 1 1
25 760 544 1 1
24 769 544 1 1
22 764 544 1 1
22 799 543 1 1
20 757 544 1 1
23 787 545 1 1
23 812 543 1 1
23 768 580 1 1
22 763 558 1 1
23 760 545 1 1
17 721 549 1 1
22 821 545 1 1
19 777 543 1 1
25 782 547 1 1
24 771 544 1 1
18 744 546 1 1
22 768 545 1 1
24 769 546 1 1
19 749 545 1 1
46 737 551 1 1
44 639 545 1 1
45 726 548 1 1
46 673 549 1 1
50 622 559 1 1
36 884 576 1 1
23 722 551 1 1
24 721 549 1 1
23 728 546 1 1
23 727 550 1 1
23 732 545 1 1
24 745 546 1 1
21 749 547 1 1
25 756 546 1 1
23 751 545 1 1
22 770 548 1 1
22 749 544 1 1
24 745 551 1 1
24 749 561 1 1
23 763 556 1 1
24 751 548 1 1
23 755 546 1 1
24 748 550 1 1
25 757 547 1 1
24 759 547 1 1
21 762 547 1 1
24 750 592 1 1
25 788 547 1 1
22 754 548 1 1
24 756 552 1 1
22 757 546 1 1
24 772 546 1 1
26 756 552 1 1
24 806 549 1 1
23 761 558 1 1
24 2087 577 4 7
25 754 547 1 1
25 741 547 1 1
24 741 559 1 1
26 747 552 1 1
25 740 577 1 1
25 750 552 1 1
25 749 551 1 1
25 758 548 1 1
25 742 547 1 2
23 743 547 1 1
29 747 547 1 1
25 783 547 1 1
26 756 549 1 1
26 763 549 1 1
26 750 547 1 1
24 766 550 1 1
23 761 548 1 1
25 754 551 1 1
23 755 549 1 1
25 764 548 1 1
31 751 552 1 1
22 748 552 1 1
1481 760 556 1 1
24 758 549 1 1
24 790 548 1 1
26 746 548 1 1
24 820 548 1 1
21 758 555 1 1
21 754 550 1 1
22 752 550 1 1
23 817 552 1 1
24 759 553 1 1
25 765 549 1 1
24 751 561 1 1
25 851 550 1 1
24 765 549 1 1
24 779 550 1 1
26 750 552 1 1
21 736 550 1 1
48 705 550 1 1
40 617 549 1 1
44 700 554 1 1
43 658 552 1 1
43 605 550 0 1
38 862 552 1 1
24 727 552 1 1
23 722 550 1 1
